Best Overall Rating,Body Type,Club,Height,Height - Split 1,Height - Split 1 (bin),Joined,Kit Number,Loaned From,Name,Nationality,Position,Preferred Foot,Release Clause,Value (bin),Weight,Weight - Split 1,Weight - Split 1 (bin),Work Rate,Age,Contract Valid Until,International Reputation,Player Score Overall,Potential,Skill Moves,Special,Value,Wage,Weak Foot
,Normal (170-185),Türkgücü München,181cm,181,180,"Jul 1, 2021",33,,22 M. Kehl-Goméz,Switzerland,Midfielder,Right,€725K,0,78kg,78,75,Medium/ Medium,29,2022,1,64,64,2,1767,0.5,2,3
,Normal (185+),Club Universidad Nacional,186cm,186,185,"Jul 1, 2021",8,,22 Higor Meritão,Brazil,Midfielder,Left,€1.5M,0,84kg,84,80,High/ Medium,27,2024,1,65,66,2,1766,0.825,4,4
,Normal (170-185),Blackburn Rovers,181cm,181,180,"Jul 21, 2022",2,,C. Brittain,England,Defender,Right,€3.8M,0,68kg,68,65,High/ Medium,24,2026,1,69,73,3,1766,1.9,15,4
,Lean (170-185),AEK Athens,180cm,180,180,"Jul 1, 2015",88,,21 S. Vasilantonopoulos,Greece,Defender,Right,€2.9M,0,67kg,67,65,High/ Medium,28,2024,1,69,69,3,1766,1.3,0.6,2
,Lean (170-185),Deportivo Cali,177cm,177,175,"Feb 2, 2019",23,,Y. Congo,Colombia,Midfielder,Right,€2.9M,0,76kg,76,75,Medium/ Medium,24,2022,1,67,74,2,1766,1.9,1,2
,Normal (185+),Middlesbrough,188cm,188,185,"Jul 1, 2022",26,,D. Lenihan,Republic of Ireland,Defender,Right,€6.1M,0,76kg,76,75,Medium/ High,28,2026,1,73,75,2,1766,3.1,22,3
,Normal (185+),Pisa,188cm,188,185,"Jul 10, 2022",7,,R. Jureskin,Croatia,Defender,Left,€4.7M,0,80kg,80,80,High/ Medium,21,2025,1,68,77,4,1766,2.6,1,4
,Normal (170-185),SC Cambuur,184cm,184,180,"Jul 1, 2015",23,,16 M. Peersman,Belgium,Defender,Left,,0,69kg,69,65,High/ High,24,2017,1,68,71,2,1766,0.925,9,3
,Normal (170-185),Wrexham AFC,180cm,180,180,"Jul 28, 2022",14,,A. Forde,Republic of Ireland,Defender,Right,€914K,0,82kg,82,80,High/ Low,28,2024,1,63,63,3,1766,0.425,0.5,3
,Normal (185+),Fiorentina,195cm,195,195,"Jul 10, 2017",4,,N. Milenković,Serbia,Defender,Right,€51.5M,26,90kg,90,90,Medium/ High,24,2023,2,80,85,2,1766,29,48,3
,Normal (170-185),Dundee FC,174cm,174,170,,29,"<a href=""/team/78/celtic/"">Celtic</a>",22 L. Griffiths,Scotland,Forward,Left,,0,77kg,77,75,High/ Medium,30,,1,68,68,3,1766,1.2,21,3
,Normal (185+),Sydney FC,185cm,185,185,"Aug 1, 2011",7,,14 B. Emerton,Australia,Midfielder,Right,,0,85kg,85,85,Medium/ Low,34,2014,2,63,63,3,1766,0.09,5,3
,Stocky (170-),Club Atlético Palmaflor,170cm,170,170,"Jul 1, 2020",17,,22 F. Saldías,Bolivia,Forward,Right,€2.4M,0,72kg,72,70,High/ Low,24,2022,1,66,68,2,1765,1.1,0.5,2
,Stocky (185+),Djurgårdens IF,185cm,185,185,"Jan 7, 2022",16,,V. Edvardsen,Sweden,Forward,Right,€2.8M,0,86kg,86,85,Medium/ Low,26,2025,1,70,73,2,1765,2.1,6,3
,Stocky (170-),Jeonbuk Hyundai Motors,170cm,170,170,"Jul 20, 2015",8,,16 Luiz Henrique,Brazil,Midfielder,Right,,0,76kg,76,75,High/ Low,33,2016,2,72,72,3,1765,1.4,30,5
,Normal (170-185),Liverpool Fútbol Club,172cm,172,170,"Jan 1, 2018",27,,21 A. Ocampo,Uruguay,Midfielder,Left,€4.5M,0,71kg,71,70,Medium/ Low,22,2022,1,68,74,2,1765,1.9,0.5,3
,Lean (170-185),Cienciano,173cm,173,170,"Jan 4, 2021",20,,K. Sandoval,Peru,Midfielder,Left,€6.9M,0,69kg,69,65,High/ Medium,25,2022,1,72,75,4,1765,3.1,0.8,3
,Normal (185+),Club Atlético Tigre,186cm,186,185,,32,"<a href=""/team/1877/boca-juniors/"">Boca Juniors</a>",M. Retegui,Argentina,Forward,Right,,0,86kg,86,85,High/ Low,23,,1,73,81,3,1765,7,13,3
,Normal (170-185),Norwich City,173cm,173,170,"Aug 2, 2022",26,,M. Núñez,Chile,Midfielder,Right,€5.7M,0,70kg,70,70,Medium/ Medium,22,2026,1,68,78,3,1765,2.7,14,4
,Lean (170-185),Club Deportivo Oriente Petrolero,177cm,177,175,"Jan 1, 2022",14,,J. Mercado,Bolivia,Midfielder,Right,€1.7M,0,74kg,74,70,Medium/ Medium,25,2023,1,64,69,2,1765,0.775,0.5,2
,Normal (170-185),Gamba Osaka,177cm,177,175,"Jan 4, 2022",23,,22 Dawhan,Brazil,Midfielder,Right,€994K,0,69kg,69,65,Medium/ High,25,2024,1,64,68,2,1764,0.75,3,4
,Lean (170-185),US Quevilly Rouen Métropole,173cm,173,170,"Jun 24, 2022",10,,A. Bonnet,France,Midfielder,Left,€744K,0,65kg,65,65,Medium/ Medium,35,2023,1,67,67,3,1764,0.425,2,4
,Normal (170-185),Universidad Técnica de Cajamarca,176cm,176,175,"Jan 17, 2020",20,,22 C. Diez,Peru,Midfielder,Right,€2.4M,0,71kg,71,70,Medium/ High,25,2022,1,66,71,2,1764,1.1,0.5,3
,Normal (170-185),Wellington Phoenix,175cm,175,175,"Jul 1, 2019",19,,S. Sutton,New Zealand,Defender,Left,€1.6M,0,71kg,71,70,High/ Medium,20,2025,1,63,75,3,1764,1.1,0.75,3
,Normal (185+),US Cremonese,185cm,185,185,"Aug 10, 2022",12,,C. Dessers,Nigeria,Forward,Right,€12.2M,0,87kg,87,85,Medium/ Medium,27,2025,1,75,76,3,1764,6.5,14,4
,Lean (170-185),SC Rheindorf Altach,178cm,178,175,"Jul 27, 2020",17,,N. Iyobosa Edokpolor,Austria,Defender,Left,€1.5M,0,75kg,75,75,High/ Medium,25,2023,1,66,69,2,1764,1,4,3
,Lean (185+),1. FC Heidenheim 1846,190cm,190,190,"Aug 5, 2020",3,,J. Schöppner,Germany,Midfielder,Right,€5.1M,0,78kg,78,75,Medium/ High,23,2023,1,69,77,2,1764,2.9,9,3
,Normal (170-185),Gimnasia y Esgrima La Plata,180cm,180,180,"Feb 15, 2022",15,,F. Soldano,Argentina,Forward,Right,€1.9M,0,76kg,76,75,Medium/ High,27,2024,1,67,68,3,1763,1.2,7,2
,Normal (185+),Napoli,190cm,190,190,"Jul 28, 2022",3,,Kim Min Jae,Korea Republic,Defender,Right,€40.8M,17,81kg,81,80,Medium/ High,25,2025,1,79,84,2,1763,23,49,3
,Lean (170-185),Gangwon FC,182cm,182,180,"Feb 18, 2022",21,,22 Y. Kobayashi,Japan,Midfielder,Left,€1.1M,0,72kg,72,70,Medium/ Medium,29,2024,1,66,66,3,1763,0.85,3,3
,Normal (185+),Preston North End,185cm,185,185,,10,,T. Parrott,Republic of Ireland,Forward,Right,,0,78kg,78,75,High/ High,20,,1,66,80,3,1763,2.1,17,4
,Lean (170-),Club Atlético River Plate,169cm,169,165,"Feb 3, 2022",14,,P. López,Uruguay,Forward,Right,€2.9M,0,65kg,65,65,High/ Low,25,2022,1,67,70,4,1763,1.3,0.5,3
,Lean (170-),Al Raed,165cm,165,165,,20,,A. Mitriță,Romania,Forward,Right,€5.3M,0,68kg,68,65,High/ Medium,27,,1,73,73,3,1762,3.2,18,5
,Normal (185+),FC Nantes,189cm,189,185,"Jul 28, 2017",4,,N. Pallois,France,Defender,Left,€6.8M,0,89kg,89,85,Medium/ High,34,2024,2,77,77,2,1762,3.4,25,2
,Lean (170-185),Kalmar FF,172cm,172,170,"Jan 8, 2022",22,,N. Netabay,Sweden,Forward,Left,€894K,0,68kg,68,65,High/ Medium,27,2022,1,64,65,3,1762,0.675,1,3
,Normal (185+),AS Nancy Lorraine,190cm,190,190,"Sep 1, 2016",5,,17 A. Diarra,France,Midfielder,Right,,0,79kg,79,75,Medium/ Medium,34,2022,2,72,72,2,1762,0.65,15,3
,Normal (170-185),Cardiff City,178cm,178,175,"Jun 15, 2022",2,,M. Romeo,Antigua and Barbuda,Defender,Right,€2.7M,0,73kg,73,70,High/ Medium,26,2025,1,68,70,2,1762,1.4,12,3
,Normal (170-),Málaga CF,170cm,170,170,"Jul 1, 2021",3,,Javi Jiménez,Spain,Defender,Left,€2M,0,70kg,70,70,High/ Medium,26,2023,1,67,70,3,1762,1.2,3,2
,Normal (170-185),Gazişehir Gaziantep F.K.,182cm,182,180,,16,"<a href=""/team/267/ac-sparta-praha/"">AC Sparta Praha</a>",M. Hanousek,Czech Republic,Defender,Left,,0,74kg,74,70,High/ High,29,,1,67,67,2,1762,0.9,0.5,2
,Normal (170-185),Real Zaragoza,177cm,177,175,"Apr 1, 2020",14,,Francho Serrano,Spain,Midfielder,Right,€5.3M,0,72kg,72,70,Medium/ Medium,20,2025,1,67,80,2,1762,2.4,3,4
,Lean (170-185),Standard de Liège,181cm,181,180,"Jul 23, 2022",38,,J. Laursen,Denmark,Defender,Left,€2M,0,77kg,77,75,High/ High,27,2025,1,69,69,3,1762,1.3,7,3
,Stocky (170-185),Palmeiras,178cm,178,175,"Jun 20, 2022",17,,Murildo Kauê,Brazil,Midfielder,Left,€22.5M,9,78kg,78,75,Medium/ Medium,22,2025,1,77,77,2,1761,12.5,33,3
,Lean (170-185),Pachuca,176cm,176,175,"Jan 1, 2018",3,,22 K. Álvarez,Mexico,Defender,Right,€6.5M,0,66kg,66,65,High/ Medium,22,2022,1,70,79,2,1761,3.4,8,3
,Normal (170-185),Deportivo Táchira FC,173cm,173,170,"Feb 1, 2021",15,,M. Cova,Venezuela,Midfielder,Right,€2.6M,0,64kg,64,60,Medium/ Medium,29,2022,1,68,68,2,1761,1.2,0.55,3
,Normal (185+),RCD Espanyol de Barcelona,185cm,185,185,"Jul 28, 2021",24,,Sergi Gómez,Spain,Defender,Right,€7.4M,0,76kg,76,75,Medium/ High,30,2024,1,74,74,2,1761,3.5,15,3
,Stocky (185+),FC Schalke 04,192cm,192,190,"Jul 1, 2021",9,,S. Terodde,Germany,Forward,Right,€6.5M,0,83kg,83,80,Medium/ Medium,34,2023,1,76,76,3,1761,3.6,27,3
,Normal (170-185),Club Atlético Palmaflor,175cm,175,175,"Jan 1, 2020",19,,22 A. Terrazas,Bolivia,Midfielder,Right,€2.2M,0,67kg,67,65,Medium/ Medium,20,2024,1,65,69,2,1761,1,0.5,3
,Normal (170-185),Hull City,182cm,182,180,"Jul 13, 2022",19,,Ó. Estupiñán,Colombia,Forward,Left,€8.1M,0,76kg,76,75,Medium/ Medium,25,2025,1,73,76,3,1761,4.1,16,2
,Lean (170-185),Metropolitanos de Caracas FC,179cm,179,175,"Jan 1, 2019",17,,22 R. Flores,Venezuela,Forward,Right,€2.2M,0,67kg,67,65,Medium/ Medium,23,2022,1,63,70,3,1761,0.95,0.5,3
,Lean (185+),Arsenal,185cm,185,185,"Jul 30, 2021",4,,B. White,England,Defender,Right,€68.3M,26,77kg,77,75,High/ Medium,24,2026,1,79,86,2,1761,32.5,65,4
,Normal (170-185),Trabzonspor,183cm,183,180,"Jun 17, 2022",18,,E. Elmalı,Turkey,Defender,Left,€7.1M,0,76kg,76,75,High/ Medium,21,2027,1,70,78,2,1761,3.4,12,2
,Lean (170-185),Hull City,182cm,182,180,"Jul 9, 2022",9,,A. Sayyadmanesh,Iran,Midfielder,Right,€4.8M,0,74kg,74,70,High/ Medium,21,2026,1,67,78,3,1761,2.3,5,4
,Lean (170-185),Middlesbrough,175cm,175,175,"Nov 17, 2020",18,,D. Watmore,England,Forward,Right,€2.3M,0,72kg,72,70,High/ Medium,28,2023,1,68,68,3,1761,1.2,13,3
,Normal (185+),Rangers FC,188cm,188,185,"Jul 8, 2022",9,,A. Čolak,Croatia,Forward,Right,€4.3M,0,81kg,81,80,Medium/ Medium,28,2025,1,72,72,3,1760,2.4,39,4
,Normal (170-185),Los Angeles FC,183cm,183,180,"Oct 14, 2020",3,,J. Murillo,Colombia,Defender,Right,€3M,0,80kg,80,80,Medium/ High,28,2022,1,71,73,2,1760,1.9,6,3
,Normal (170-),Al Fayha,168cm,168,165,"Aug 19, 2019",19,,22 S. Owusu,Ghana,Midfielder,Left,€2.5M,0,66kg,66,65,High/ Low,25,2022,1,69,69,3,1760,1.5,10,3
,Normal (170-185),Elche CF,181cm,181,180,"Feb 4, 2021",14,,H. Palacios,Colombia,Defender,Right,€5.7M,0,76kg,76,75,High/ Medium,29,2023,1,73,73,3,1760,2.7,16,2
,Lean (170-185),Nottingham Forest,183cm,183,180,"Jul 10, 2022",7,,N. Williams,Wales,Defender,Right,€8.8M,0,72kg,72,70,High/ High,21,2026,1,71,82,2,1760,4,23,3
,Normal (170-185),Zagłębie Lubin,174cm,174,170,"Jul 17, 2022",8,,G. Giorbelidze,Georgia,Defender,Left,€1.9M,0,68kg,68,65,High/ Medium,26,2024,1,68,69,2,1760,1.3,5,3
,Stocky (170-185),Crystal Palace,182cm,182,180,"Jul 18, 2021",6,,M. Guéhi,England,Defender,Right,€62M,26,82kg,82,80,Medium/ Medium,21,2026,1,78,86,2,1760,29.5,36,4
,Stocky (185+),Stabæk Fotball,190cm,190,190,"Sep 12, 2020",22,,22 S. Skytte,Denmark,Midfielder,Left,€1.5M,0,85kg,85,85,Medium/ Medium,24,2023,1,65,70,3,1760,1.1,1,4
,Normal (170-185),Portimonense SC,175cm,175,175,"Jan 31, 2022",77,,A. Sapara,Nigeria,Forward,Right,€3.6M,0,69kg,69,65,High/ Medium,27,2025,1,70,70,3,1760,1.7,6,4
,Lean (185+),Hibernian,186cm,186,185,"Jan 6, 2022",18,,E. Henderson,Scotland,Midfielder,Right,€3.1M,0,68kg,68,65,High/ Medium,22,2025,1,65,73,3,1760,1.6,2,3
,Normal (170-185),Aarhus GF,178cm,178,175,"Jul 24, 2021",19,,E. Kahl,Sweden,Defender,Left,€2.6M,0,69kg,69,65,Medium/ Medium,20,2026,1,66,75,3,1760,1.8,3,2
,Normal (170-185),Wisła Płock,178cm,178,175,"Jun 17, 2022",11,,Davo,Spain,Midfielder,Right,€1.8M,0,71kg,71,70,High/ Medium,27,2024,1,68,68,4,1760,1.3,3,3
,Unique,Inter Miami CF,186cm,186,185,"Sep 18, 2020",10,,G. Higuaín,Argentina,Forward,Right,€4.1M,0,89kg,89,85,Low/ Low,34,2022,4,75,75,3,1760,2.7,10,4
,Normal (170-185),Club Nacional,174cm,174,170,"Jan 3, 2022",7,,R. Ríos,Argentina,Midfielder,Right,€1.5M,0,68kg,68,65,Medium/ Medium,26,2022,1,64,65,3,1759,0.675,0.5,3
,Normal (185+),Wolverhampton Wanderers,194cm,194,190,"Aug 9, 2018",23,,M. Kilman,England,Defender,Left,€30.5M,9,89kg,89,85,Medium/ High,25,2026,1,77,83,2,1759,14.5,62,4
,Normal (170-185),FC Porto,173cm,173,170,"Jul 1, 2021",11,,Pepê,Brazil,Midfielder,Right,€29.1M,9,72kg,72,70,High/ Medium,25,2026,1,77,80,4,1759,14,14,2
,Normal (170-185),Excelsior,183cm,183,180,"Jul 1, 2020",33,,J. Baas,Netherlands,Midfielder,Right,€2.6M,0,80kg,80,80,Medium/ Medium,20,2023,1,65,74,2,1759,1.6,2,3
,Normal (170-185),Racing Club de Lens,184cm,184,180,"Jul 2, 2020",14,,F. Medina,Argentina,Defender,Left,€17.8M,9,77kg,77,75,Medium/ Medium,23,2024,1,76,79,2,1759,9,24,2
,Lean (170-185),Fleetwood Town,175cm,175,175,"Jun 29, 2021",11,,P. Lane,Northern Ireland,Forward,Left,€3.1M,0,65kg,65,65,High/ Medium,21,2024,1,65,74,3,1759,1.6,2,3
,Normal (170-185),9 de Octubre,181cm,181,180,"Jan 1, 2022",8,,M. Cangá,Ecuador,Defender,Right,€968K,0,76kg,76,75,Medium/ Medium,33,2023,1,66,66,3,1759,0.45,0.5,3
,Lean (185+),SC Braga,189cm,189,185,"Jul 19, 2022",23,,S. Banza,France,Forward,Right,€15.6M,0,77kg,77,75,High/ Low,25,2027,1,75,78,3,1759,7.5,15,2
,Lean (170-185),Santa Clara,181cm,181,180,"Jan 14, 2019",9,,K. Tagawa,Japan,Forward,Left,€5.8M,0,70kg,70,70,High/ Low,23,2024,1,70,76,3,1759,2.5,4,2
,Normal (170-185),Portsmouth,184cm,184,180,"Aug 2, 2021",6,,C. Ogilvie,England,Defender,Left,€2M,0,82kg,82,80,Medium/ High,26,2023,1,67,68,2,1759,1.1,5,2
,Stocky (170-185),Ternana,173cm,173,170,"Jul 5, 2021",34,,D. Agazzi,Italy,Midfielder,Right,€1.6M,0,70kg,70,70,Medium/ Medium,29,2023,1,67,67,3,1759,1,2,3
,Lean (170-185),Yeni Malatyaspor,179cm,179,175,"Jul 23, 2019",25,,20 G. Chaalali,Tunisia,Midfielder,Right,€4.4M,0,73kg,73,70,High/ Medium,25,2022,1,70,71,3,1759,2.1,8,3
,Lean (170-185),Philadelphia Union,178cm,178,175,"Mar 31, 2021",31,,L. Flach,United States,Midfielder,Left,€3.2M,0,75kg,75,75,High/ High,21,2022,1,66,75,2,1759,1.9,2,3
,Lean (170-185),Club Atlético Nacional Potosí,175cm,175,175,"Jan 1, 2018",8,,22 M. Quiroga,Bolivia,Midfielder,Left,€1.2M,0,68kg,68,65,Medium/ Low,29,2021,1,64,64,3,1758,0.575,0.5,2
,Normal (170-),Najran SC,170cm,170,170,"Jul 1, 2013",7,,15 M. Al Laham,Jordan,Midfielder,Right,,0,70kg,70,70,High/ Medium,23,2020,1,65,70,3,1758,0.55,6,4
,Lean (170-185),AFC Bournemouth,183cm,183,180,"May 26, 2018",32,,J. Anthony,England,Forward,Right,€10.6M,0,68kg,68,65,High/ High,22,2023,1,72,79,3,1758,4.8,30,3
,Normal (170-),Newcastle Jets,170cm,170,170,"Jul 1, 2022",10,,R. Piscopo,Australia,Midfielder,Right,€2M,0,69kg,69,65,Medium/ Low,24,2024,1,66,72,4,1758,1.4,0.95,2
,Stocky (185+),Orlando Pirates,190cm,190,190,"Jun 20, 2022",33,,B. Eva Nga,Cameroon,Forward,Right,€3.1M,0,86kg,86,85,High/ Medium,29,2025,1,69,69,2,1758,1.4,0.55,4
,Lean (185+),Club Deportivo El Nacional,189cm,189,185,"Jan 18, 2021",2,,21 K. Peralta,Ecuador,Defender,Right,€3.5M,0,79kg,79,75,Medium/ Low,23,2024,1,67,73,2,1758,1.5,0.5,2
,Normal (170-185),Stoke City,183cm,183,180,"Jul 1, 2017",10,,T. Campbell,England,Forward,Left,€7.6M,0,75kg,75,75,High/ Medium,22,2024,1,70,78,3,1758,3.6,15,4
,Lean (170-185),FC Nordsjælland,173cm,173,170,"Jul 1, 2019",23,,O. Villadsen,Denmark,Defender,Right,€2.6M,0,70kg,70,70,High/ Medium,20,2024,1,66,77,3,1758,1.8,3,2
,Normal (170-),,170cm,170,170,,10,,H. Al Haydos,Qatar,Forward,Right,,0,66kg,66,65,Medium/ High,31,,1,72,72,3,1758,0,0,3
,Normal (170-185),Metropolitanos de Caracas FC,181cm,181,180,"Jul 23, 2019",20,,22 L. Martell,Venezuela,Midfielder,Right,€1.9M,0,77kg,77,75,Medium/ Medium,26,2022,1,65,66,3,1758,0.85,0.5,3
,Lean (170-185),Platense,175cm,175,175,,13,"<a href=""/team/110395/club-atletico-lanus/"">Club Atlético Lanús</a>",N. Morgantini,Argentina,Defender,Right,,0,70kg,70,70,High/ Medium,27,,1,66,67,2,1758,0.9,5,2
,Normal (170-185),AC Monza,180cm,180,180,"Jul 1, 2020",47,,Dany Mota,Portugal,Forward,Right,€13M,0,74kg,74,70,High/ Medium,24,2024,1,74,80,3,1757,6.5,37,3
,Normal (170-185),Kristiansund BK,175cm,175,175,"May 2, 2021",7,,T. Gjertsen,Norway,Midfielder,Right,€1M,0,72kg,72,70,Medium/ Low,30,2023,1,66,66,3,1757,0.825,2,3
,Lean (170-185),Reading,178cm,178,175,"Jul 1, 2022",10,,T. Ince,England,Midfielder,Left,€2.5M,0,66kg,66,65,Medium/ Medium,30,2025,1,69,69,4,1757,1.3,10,2
,Lean (170-185),Vitória de Guimarães,175cm,175,175,"Jul 1, 2020",2,,Miguel Maga,Portugal,Defender,Right,€5.8M,0,68kg,68,65,Medium/ Medium,19,2025,1,68,79,3,1757,2.5,2,3
,Normal (170-185),Delfín Sporting Club,173cm,173,170,"Jan 1, 2022",32,,E. Mero,Ecuador,Midfielder,Right,€2.6M,0,78kg,78,75,High/ Medium,23,2022,1,65,71,4,1757,1.1,0.5,3
,Normal (185+),Derby County,189cm,189,185,"Jul 1, 2013",3,,C. Forsyth,Scotland,Defender,Left,€919K,0,83kg,83,80,Medium/ High,33,2023,1,67,67,2,1757,0.525,3,2
,Normal (185+),MSV Duisburg,188cm,188,185,"Jul 1, 2021",20,,M. Ajani,Germany,Midfielder,Right,€870K,0,86kg,86,85,Medium/ Medium,28,2023,1,64,64,3,1757,0.6,2,4
,Normal (170-185),FC Vizela,171cm,171,170,"Jul 1, 2019",10,,Kiko Bondoso,Portugal,Forward,Right,€4.7M,0,66kg,66,65,High/ Medium,26,2024,1,71,72,3,1757,2.2,5,4
,Normal (170-185),Clube Sport Marítimo,178cm,178,175,"Aug 7, 2020",95,,J. Tagueu,Cameroon,Forward,Left,€5M,0,70kg,70,70,Medium/ Medium,28,2024,1,72,72,3,1757,2.4,10,3
,Normal (170-185),Al Ittihad,173cm,173,170,"Jan 24, 2019",11,,A. Al Bishi,Saudi Arabia,Forward,Left,€2.4M,0,73kg,73,70,High/ Low,28,2026,1,69,69,3,1757,1.4,18,2
,Normal (185+),F.C. Hansa Rostock,188cm,188,185,"Jul 19, 2019",18,,J. Verhoek,Netherlands,Forward,Right,€1.9M,0,87kg,87,85,High/ Medium,33,2024,1,71,71,2,1756,1.2,10,3
,Normal (185+),Al Fayha,191cm,191,190,"Jul 28, 2017",5,,19 A. Tziolis,Greece,Midfielder,Right,€1.2M,0,90kg,90,90,Low/ Medium,33,2019,2,70,70,2,1756,0.725,10,2
,Normal (170-185),F.C. Hansa Rostock,180cm,180,180,"Jan 1, 2021",8,,S. Rhein,Germany,Midfielder,Left,€2.8M,0,74kg,74,70,Medium/ Medium,24,2024,1,69,72,2,1756,1.7,6,3
,Normal (185+),Panathinaikos FC,190cm,190,190,"Jan 1, 2010",4,,13 J. Boumsong,France,Defender,Right,,0,88kg,88,85,Medium/ High,32,2014,2,77,77,2,1756,1.6,30,3
,Lean (185+),OGC Nice,187cm,187,185,"Jul 14, 2021",22,,C. Stengs,Netherlands,Forward,Left,€12.6M,0,68kg,68,65,Medium/ Low,23,2026,2,73,80,4,1756,6,27,3
,Normal (170-185),Deportivo Cali,176cm,176,175,"Jan 18, 2022",17,,A. Gutiérrez,Colombia,Defender,Right,€4.2M,0,73kg,73,70,Medium/ Medium,24,2022,1,69,76,3,1756,2.7,2,3
,Lean (170-185),Club Atlético Tigre,179cm,179,175,,11,"<a href=""/team/44/inter/"">Inter</a>",F. Colidio,Argentina,Midfielder,Right,,0,68kg,68,65,High/ Medium,22,,1,70,80,3,1756,3.6,25,4
,Normal (185+),Boca Juniors,185cm,185,185,"Feb 2, 2020",5,,C. Zambrano,Peru,Defender,Right,€3.8M,0,77kg,77,75,Low/ High,32,2023,2,74,74,2,1756,2.7,14,3
,Lean (170-185),Al Hilal,175cm,175,175,"Jan 22, 2022",66,,S. Abdulhamid,Saudi Arabia,Defender,Right,€4.6M,0,70kg,70,70,High/ Medium,22,2025,1,70,76,2,1756,2.4,16,3
,Normal (170-185),C.D. Universidad Católica del Ecuador,173cm,173,170,"Mar 14, 2019",8,,21 D. Armas,Ecuador,Forward,Right,€1.5M,0,73kg,73,70,Medium/ Low,29,2021,1,65,65,3,1756,0.7,0.5,3
,Normal (185+),Mjällby AIF,187cm,187,185,"Jan 28, 2022",11,,A. Ståhl,Sweden,Defender,Right,€719K,0,75kg,75,75,High/ High,27,2024,1,64,64,3,1755,0.575,0.95,3
,Normal (170-185),Dijon FCO,180cm,180,180,"Jun 28, 2019",28,,B. Soumaré,France,Midfielder,Left,€2M,0,72kg,72,70,Medium/ Medium,23,2024,1,65,70,3,1755,1.1,2,2
,Lean (185+),Atlético de Madrid,187cm,187,185,"Jul 20, 2015",15,,S. Savić,Montenegro,Defender,Right,€59.5M,26,81kg,81,80,Medium/ High,31,2024,2,84,84,2,1755,29,74,3
,Normal (170-185),Ayacucho,171cm,171,170,"Jan 1, 2022",17,,J. Morales,Peru,Midfielder,Right,€753K,0,69kg,69,65,Medium/ High,33,2022,1,65,65,2,1755,0.35,0.5,3
,Lean (185+),FC Schalke 04,186cm,186,185,"Jan 19, 2021",21,,21 K. Huntelaar,Netherlands,Forward,Right,€1.8M,0,83kg,83,80,Medium/ Medium,36,2021,3,73,73,2,1755,1,18,3
,Lean (170-185),KVC Westerlo,173cm,173,170,,39,"<a href=""/team/231/club-brugge-kv/"">Club Brugge KV</a>",T. Van Den Keybus,Belgium,Midfielder,Left,,0,65kg,65,65,Medium/ Medium,21,,1,67,78,2,1755,2.3,6,4
,Normal (170-185),Fleetwood Town,180cm,180,180,"Jan 8, 2022",9,,E. Harrison,Wales,Forward,Right,€1.3M,0,79kg,79,75,High/ High,28,2023,1,65,65,3,1755,0.725,4,4
,Normal (185+),Hellas Verona,187cm,187,185,"Jul 31, 2021",17,,F. Ceccherini,Italy,Defender,Right,€7.8M,0,75kg,75,75,Medium/ Medium,30,2024,1,75,75,2,1755,4.6,23,4
,Normal (170-185),Mansfield Town,183cm,183,180,"Jul 1, 2022",44,,H. Boateng,England,Midfielder,Left,€1.1M,0,80kg,80,80,High/ High,26,2025,1,63,65,3,1755,0.6,4,3
,Normal (170-185),Viking FK,182cm,182,180,"Feb 8, 2022",8,,M. Solbakken,Norway,Midfielder,Right,€1.6M,0,70kg,70,70,Medium/ Medium,21,2025,1,63,74,3,1755,1.1,0.85,3
,Lean (170-185),Stoke City,174cm,174,170,"Jul 22, 2022",11,,D. Gayle,England,Forward,Right,€3.8M,0,78kg,78,75,Medium/ Low,31,2024,1,72,72,3,1754,2,23,4
,Normal (170-185),SC Cambuur,184cm,184,180,"Jul 1, 2022",11,,S. van der Water,Netherlands,Forward,Left,€2.7M,0,74kg,74,70,High/ Medium,25,2025,1,69,72,3,1754,1.8,5,4
,Normal (170-185),Al Hazem,173cm,173,170,"Jan 6, 2022",95,,22 N. Zerhouni,Morocco,Forward,Left,€2.9M,0,75kg,75,75,High/ Medium,25,2023,1,69,70,3,1754,1.7,10,3
,Stocky (170-185),Peterborough United,183cm,183,180,"Aug 27, 2020",9,,J. Clarke-Harris,Jamaica,Forward,Left,€3.5M,0,78kg,78,75,Medium/ Low,27,2024,1,71,71,3,1754,2,10,4
,Lean (170-185),Arsenal de Sarandí,181cm,181,180,"Nov 7, 2019",10,,F. Kruspzky,Argentina,Midfielder,Right,€5M,0,74kg,74,70,Medium/ Medium,19,2022,1,69,79,3,1754,3,3,3
,Lean (170-185),Royal Charleroi S.C.,176cm,176,175,"Feb 1, 2021",70,,A. Zaroury,Belgium,Forward,Right,€4.6M,0,68kg,68,65,High/ Medium,21,2023,1,68,79,4,1754,2.7,5,4
,Normal (185+),Gamba Osaka,188cm,188,185,"Jan 5, 2022",20,,22 Kwon Kyung Won,Korea Republic,Defender,Left,€2.5M,0,81kg,81,80,Low/ High,29,2024,1,72,72,2,1754,2,9,2
,Normal (170-185),CD Tenerife,178cm,178,175,"Jul 1, 2021",22,,J. Mellot,France,Defender,Right,€3.4M,0,77kg,77,75,High/ Medium,28,2023,1,72,72,3,1753,2.1,8,3
